OBJECTID,URN,SCHOOL_NAM,TYPE,PHASE,ADDRESS,TOWN,POSTCODE,STATUS,GENDER,EASTING,NORTHING,WARD_NAME,LSOA_NAME,LA_NAME,WEBLINK,AGE,map_icon,NEW_URN,OLD_URN,map_icon_l,Primary,x,y
"3,509.00",139212,Christ Church (Erith) CofE Primary School,Academy Sponsor Led,Primary,Lesney Park Road,Erith,DA8 3DG,Open,Mixed,550983,177699,Erith,Bexley 005D,Bexley,www.christchurch.bexley.sch.uk/,11-Apr,STATE-FUNDED, , ,2,1,0.172756,51.4780998
"3,510.00",139213,St Augustine of Canterbury CofE Primary School,Academy Sponsor Led,Primary,St Augustine's Road,Belvedere,DA17 5HP,Open,Mixed,548919,178971,Belvedere,Bexley 003D,Bexley,www.staug.co.uk/,11-Apr,STATE-FUNDED, , ,2,1,0.143593,51.4901009
"3,511.00",139240,Holy Trinity CofE Primary School,Academy Sponsor Led,Primary,Somerset Road,London,N17 9EJ,Open,Mixed,533870,189638,Tottenham Hale,Haringey 012D,Haringey,www.holytrinityn17.ldbsact.org,11-Mar,STATE-FUNDED, , ,2,1,-0.0689771,51.5896988
"3,512.00",139259,Chapel End Junior Academy,Academy Sponsor Led,Primary,Roberts Road,London,E17 4LS,Open,Mixed,537656,190679,Chapel End,Waltham Forest 008B,Waltham Forest,www.chapelendacademy.org/,11-Jul,STATE-FUNDED, , ,2,1,-0.0139525,51.5982018
"3,513.00",139275,Laurel Lane Primary School,Academy Sponsor Led,Primary,Laurel Lane,West Drayton,UB7 7TX,Open,Mixed,506047,178913,West Drayton,Hillingdon 029B,Hillingdon,www.laurel-laneprimary.hillingdon.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.47366,51.4991989
"3,514.00",139276,Kingsley Academy,Academy Sponsor Led,Secondary,Prince Regent Road,Hounslow,TW3 1NE,Open,Mixed,514089,175937,Hounslow Central,Hounslow 012C,Hounslow,www.kingsleyacademy.org,18-Nov,STATE-FUNDED, , ,2,0,-0.358815,51.4709015
"3,515.00",139293,Connaught School for Girls,Academy Converter,Secondary,Connaught Road,London,E11 4AB,Open,Girls,539036,187172,Leytonstone,Waltham Forest 024D,Waltham Forest,http://www.connaught-school.co.uk/,16-Nov,STATE-FUNDED, , ,2,0,0.0045712,51.5662994
"3,516.00",139295,Coteford Junior School,Academy Converter,Primary,Fore Street,Pinner,HA5 2JQ,Open,Mixed,510137,188820,Eastcote and East Ruislip,Hillingdon 004B,Hillingdon,http://www.cotefordjunior.org.uk,11-Jul,STATE-FUNDED, , ,2,1,-0.411665,51.5875015
"3,517.00",139302,St Matthew's CofE Primary School,Academy Converter,Primary,High Street,West Drayton,UB7 7QJ,Open,Mixed,506021,180428,Yiewsley,Hillingdon 022F,Hillingdon,http://www.st-matthews.hillingdon.sch.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.47358,51.5129013
"3,518.00",139306,Cowley St Laurence CofE Primary School,Academy Converter,Primary,Worcester Road,Uxbridge,UB8 3TH,Open,Mixed,505578,181898,Uxbridge South,Hillingdon 022D,Hillingdon,www.cowley.hillingdon.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.479521,51.5261002
"3,519.00",139307,Bower Park Academy,Academy Converter,Secondary,Havering Road,Romford,RM1 4YY,Open,Mixed,551141,191853,Havering Park,Havering 003C,Havering,http://www.bowerpark.havering.sch.uk/,16-Nov,STATE-FUNDED, , ,2,0,0.181102,51.6052017
"3,520.00",139317,Whittingham Primary Academy,Academy Converter,Primary,Higham Hill Road,London,E17 5QX,Open,Mixed,536198,190596,Higham Hill,Waltham Forest 009C,Waltham Forest,www.whittinghamprimary.org.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.0350217,51.5978012
"3,521.00",139319,Preston Manor School,Academy Converter,All Through,Carlton Avenue East,Wembley,HA9 8NA,Open,Mixed,518689,186629,Preston,Brent 012D,Brent,http://www.preston-manor.com,19-Apr,STATE-FUNDED, , ,2,1,-0.289021,51.5661011
"3,522.00",139319,Preston Manor School,Academy Converter,All Through,Carlton Avenue East,Wembley,HA9 8NA,Open,Mixed,518689,186629,Preston,Brent 012D,Brent,http://www.preston-manor.com,19-Apr,STATE-FUNDED, , ,2,0,-0.289021,51.5661011
"3,523.00",139362,St Thomas More Catholic School,Academy Converter,Secondary,Glendale Avenue,London,N22 5HN,Open,Mixed,531069,191209,Woodside,Haringey 007C,Haringey,www.stthomasmoreschool.org.uk,18-Nov,STATE-FUNDED, , ,2,0,-0.1088,51.6044998
"3,524.00",139364,Fulham College Boys' School,Academy Converter,Secondary,Kingwood Road,London,SW6 6SN,Open,Mixed,524042,176935,Munster,Hammersmith and Fulham 022A,Hammersmith and Fulham,http://www.fulhamcollegeboys.net/,19-Nov,STATE-FUNDED, , ,2,0,-0.215239,51.4777985
"3,525.00",139365,Fulham Cross Girls' School and Language College,Academy Converter,Secondary,Munster Road,London,SW6 6BP,Open,Girls,524106,177335,Munster,Hammersmith and Fulham 019D,Hammersmith and Fulham,http://www.fulhamcross.net/,16-Nov,STATE-FUNDED, , ,2,0,-0.214177,51.4813995
"3,526.00",139369,St George's Catholic School,Academy Converter,Secondary,Lanark Road,London,W9 1RB,Open,Mixed,525795,183125,Maida Vale,Westminster 002E,Westminster,www.stgeorgesrc.org,18-Nov,STATE-FUNDED, , ,2,0,-0.187804,51.5330009
"3,527.00",139380,Purfleet Primary Academy,Academy Sponsor Led,Primary,Tank Hill Road,Purfleet,RM19 1TA,Open,Mixed,555226,178615,West Thurrock and South Stifford,Thurrock 015E,Thurrock,www.purfleetprimary.co.uk,11-Mar,STATE-FUNDED, , ,2,1,0.234208,51.485199
"3,528.00",139382,Benyon Primary School,Academy Sponsor Led,Primary,Tyssen Place,South Ockendon,RM15 6PG,Open,Mixed,559287,183060,Ockendon,Thurrock 006B,Thurrock,www.benyonprimary.co.uk/,11-Mar,STATE-FUNDED, , ,2,1,0.294652,51.5239983
"3,529.00",139393,Applegarth Academy,Academy Sponsor Led,Primary,Bygrove Fieldway,Croydon,CR0 9DL,Open,Mixed,537538,163605,Fieldway,Croydon 030C,Croydon,www.applegarth-academy.croydon.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.0261859,51.3549004
"3,530.00",139406,Langtons Junior Academy,Academy Sponsor Led,Primary,Westland Avenue,Hornchurch,RM11 3SD,Open,Mixed,554073,187242,St. Andrew's,Havering 020C,Havering,www.langtonsjunioracademy.co.uk,11-Jul,STATE-FUNDED, , ,2,1,0.221385,51.5629997
"3,531.00",139410,St Andrew the Apostle Greek Orthodox School,Free Schools,Secondary,North London Business Park,London,N11 1NP,Open,Mixed,527953,193432,Brunswick Park,Barnet 010D,Barnet,http://www.standrewtheapostle.org.uk/,19-Nov,STATE-FUNDED, , ,2,0,-0.152958,51.6251984
"3,532.00",139416,The Elstree UTC,University Technical College,Secondary,Studio Way,Borehamwood,WD6 5NN,Open,Mixed,520350,197187,Borehamwood Kenilworth,Hertsmere 009B,Hertsmere,http://www.elstreeutc.co.uk/,14 - 19,STATE-FUNDED, , ,2,0,-0.261447,51.6605988
"3,533.00",139421,St Mary's Hampton Church of England Primary,Free Schools,Primary,Oldfield Road,Hampton,TW12 2HP,Open,Mixed,513035,169701,Hampton,Richmond upon Thames 023E,Richmond upon Thames,www.stmaryshamptonschool.org.uk,11-Apr,STATE-FUNDED, , ,2,1,-0.375972,51.4151001
"3,534.00",139423,Our Lady and St Joseph Catholic Primary School,Voluntary Aided School,Primary,Wades Place,Poplar,E14 0DE,Open,Mixed,537507,180862,Limehouse,Tower Hamlets 024C,Tower Hamlets,http://www.olsj.towerhamlets.sch.uk/,11-Mar,VOLUNTARY, , ,2,1,-0.019937,51.5099983
"3,535.00",139488,Brentside Primary School,Academy Converter,Primary,Kennedy Road,London,W7 1JL,Open,Mixed,515273,182094,Hobbayne,Ealing 016C,Ealing,www.brentsideprimaryacademy.co.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.339767,51.526001
"3,536.00",139489,Deansbrook Junior School,Academy Converter,Primary,Hale Drive,London,NW7 3ED,Open,Mixed,520522,191904,Hale,Barnet 013F,Barnet,www.deansbrookjuniorschool.co.uk,11-Jul,STATE-FUNDED, , ,2,1,-0.260779,51.6130981
"3,537.00",139494,Pelham Primary School,Academy Converter,Primary,Pelham Road,Bexleyheath,DA7 4HL,Open,Mixed,549396,175545,Barnehurst,Bexley 017D,Bexley,www.pelhamprimary.co.uk,11-Mar,STATE-FUNDED, , ,2,1,0.149011,51.4592018
"3,538.00",139507,Christ Church Chorleywood CofE School,Academy Converter,Primary,The Common,Rickmansworth,WD3 5SG,Open,Mixed,503585,196533,Chorleywood West,Three Rivers 005C,Three Rivers,http://www.christchurchschool.herts.sch.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.503925,51.6581001
"3,539.00",139509,The Bridge AP Academy,Academy Alternative Provision Converter,Not applicable,Finlay Street,London,SW6 6HB,Open,Mixed,523727,176629,Palace Riverside,Hammersmith and Fulham 018E,Hammersmith and Fulham, ,16-Nov,STATE-FUNDED, , ,2,0,-0.21988,51.4751015
"3,540.00",139545,Flamstead End School,Academy Converter,Primary,Longfield Lane,Waltham Cross,EN7 6AG,Open,Mixed,534377,203715,Flamstead End,Broxbourne 006C,Broxbourne,www.flamsteadend.herts.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.0562588,51.7160988
"3,541.00",139546,West London Free School Primary,Free Schools,Primary,Cambridge Grove,London,W6 0LB,Open,Mixed,522921,178798,Hammersmith Broadway,Hammersmith and Fulham 013D,Hammersmith and Fulham,www.wlfs-primary.org/,11-Apr,STATE-FUNDED, , ,2,1,-0.230725,51.4948006
"3,542.00",139549,Thomson House School,Free Schools,Primary,27 Sheen Lane,London,SW14 8HY,Open,Mixed,520518,175821,Mortlake and Barnes Common,Richmond upon Thames 003D,Richmond upon Thames,www.thomsonhouseschool.org/,11-Apr,STATE-FUNDED, , ,2,1,-0.266338,51.4684982
"3,543.00",139557,Lime Tree Primary School,Academy Sponsor Led,Primary,Battlebridge Lane,Merstham,RH1 3LH,Open,Mixed,528638,152405,Redhill East,Reigate and Banstead 011A,Reigate and Banstead,www.limetreeschool.org,11-Mar,STATE-FUNDED, , ,2,1,-0.157962,51.2563019
"3,544.00",139561,Hope Community School,Free Schools,Primary,167 Rectory Lane,Sidcup,DA14 5BU,Open,Mixed,547464,171071,Cray Meadows,Bexley 028C,Bexley,www.hopecommunityschool.org/,11-Apr,STATE-FUNDED, , ,2,1,0.11936,51.4194984
"3,545.00",139562,Alma Primary,Free Schools,Primary,3 Beaumont Close,London,N2 0GA,Open,Mixed,527196,189141,Garden Suburb,Barnet 033D,Barnet,almaprimary.org,11-Apr,STATE-FUNDED, , ,2,1,-0.165443,51.5867996
"3,546.00",139567,Colnbrook Church of England Primary School,Academy Sponsor Led,Primary,High Street,Slough,SL3 0JZ,Open,Mixed,502597,177031,Colnbrook with Poyle,Slough 014C,Slough,www.colnbrookprimary.com/,11-Apr,STATE-FUNDED, , ,2,1,-0.52389,51.4828987
"3,547.00",139587,Compass School Southwark,Free Schools,Secondary,Drummond Road,Bermondsey,SE16 2BT,Open,Mixed,534596,179262,Riverside,Southwark 004C,Southwark,http://www.compass-schools.com/,18-Nov,STATE-FUNDED, , ,2,0,-0.0624683,51.4962997
"3,548.00",139592,Tooting Primary School,Free Schools,Primary,Franciscan Road,London,SW17 8HE,Open,Mixed,527869,171360,Graveney,Wandsworth 035C,Wandsworth,www.tootingprimary.org.uk/,11-Apr,STATE-FUNDED, , ,2,1,-0.162175,51.4267998
"3,549.00",139594,The Archer Academy,Free Schools,Secondary,Beaumont Close,London,N2 8GA,Open,Mixed,526980,189621,East Finchley,Barnet 029C,Barnet,http://thearcheracademy.org.uk/,16-Nov,STATE-FUNDED, , ,2,0,-0.168385,51.5910988
"3,550.00",139595,Hackney New School,Free Schools,Secondary,Kingsland Road,Hackney,E8 4DL,Open,Mixed,533462,183944,De Beauvoir,Hackney 025C,Hackney,http://hackneynewschool.org/,19-Nov,STATE-FUNDED, , ,2,0,-0.077023,51.5386009
"3,551.00",139599,Heron Hall Academy,Free Schools,Secondary,Queensway,Enfield,EN3 4SA,Open,Mixed,534955,195916,Ponders End,Enfield 012E,Enfield,www.heronhallacademy.org.uk,19-Nov,STATE-FUNDED, , ,2,0,-0.0509091,51.6459007
"3,552.00",139609,Charville Primary School,Academy Converter,Primary,Bury Avenue,Hayes,UB4 8LF,Open,Mixed,509118,183116,Charville,Hillingdon 018D,Hillingdon,www.charville.hillingdon.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.428136,51.5363998
"3,553.00",139616,Heartlands High School,Academy Converter,Secondary,Station Road,London,N22 7ST,Open,Mixed,530345,190441,Noel Park,Haringey 016B,Haringey,http://heartlands.haringey.sch.uk/,16-Nov,STATE-FUNDED, , ,2,0,-0.119533,51.5978012
"3,554.00",139633,Parkfield Primary School,Academy Sponsor Led,Primary,St David's Place,London,NW4 3PJ,Open,Mixed,522584,187917,West Hendon,Barnet 039D,Barnet,www.parkfieldschool.com/,11-Mar,STATE-FUNDED, , ,2,1,-0.232405,51.5768013
"3,555.00",139639,Gray's Farm Primary Academy,Academy Sponsor Led,Primary,Gray's Farm Road,Orpington,BR5 3AD,Open,Mixed,546977,169671,Cray Valley West,Bromley 014A,Bromley,www.graysfarm-tkat.org/,11-Apr,STATE-FUNDED, , ,2,1,0.111782,51.4070015
"3,556.00",139640,Harris Primary Academy Kenley,Academy Sponsor Led,Primary,51 Little Roke Road,Kenley,CR8 5NF,Open,Mixed,532253,160266,Kenley,Croydon 040C,Croydon,www.harrisprimarykenley.org.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.103278,51.3260994
"3,557.00",139645,Ark Brunel Primary Academy,Academy Sponsor Led,Primary,Middle Row,London,W10 5AT,Open,Mixed,524136,182280,Golborne,Kensington and Chelsea 001A,Kensington and Chelsea,www.arkbrunelprimary.org/,11-Mar,STATE-FUNDED, , ,2,1,-0.212007,51.5257988
"3,558.00",139659,Oasis Academy South Bank,Free Schools,Secondary,75 Westminster Bridge Road,London,SE1 7HS,Open,Mixed,531176,179406,Bishop's,Lambeth 036B,Lambeth,http://www.oasisacademysouthbank.org/,16-Nov,STATE-FUNDED, , ,2,0,-0.111653,51.4984016
"3,559.00",139662,The Reach Free School,Free Schools,Secondary,Unit 3,Watford,WD18 9BL,Open,Mixed,508772,194716,Moor Park & Eastbury,Three Rivers 011C,Three Rivers,http://www.reachfreeschool.co.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.429532,51.6407013
"3,560.00",139672,Haberdashers' Aske's Hatcham Temple Grove Free School,Free Schools,Primary,Pepys Road,London,SE14 5SF,Open,Mixed,536014,176078,Telegraph Hill,Lewisham 010C,Lewisham,www.haaf.org.uk/,11-Apr,STATE-FUNDED, , ,2,1,-0.0432789,51.4673004
"3,561.00",139678,Harris Primary Academy Kent House,Academy Sponsor Led,Primary,High Street,London,SE20 7QR,Open,Mixed,535805,169952,Penge and Cator,Bromley 013E,Bromley,www.harrisprimarykenthouse.org.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.0486337,51.4123001
"3,562.00",139679,Denham Green E-Act Academy,Academy Sponsor Led,Primary,Nightingale Way,Denham Green,UB9 5JL,Open,Mixed,503664,188252,Denham North,South Bucks 003B,South Bucks,http://denhamgreene-actprimaryacademy.org.uk/,11-Apr,STATE-FUNDED, , ,2,1,-0.50523,51.5835991
"3,563.00",139687,Mosaic Jewish Primary School,Free Schools,Primary,Roehampton Lane,London,SW15 4EU,Open,Mixed,522023,174005,Roehampton and Putney Heath,Wandsworth 013A,Wandsworth,www.mjps.org.uk/,11-Apr,STATE-FUNDED, , ,2,1,-0.245307,51.4519005
"3,564.00",139699,Ark Priory Primary Academy,Academy Sponsor Led,Primary,Acton Lane,London,W3 8NR,Open,Mixed,520416,179858,South Acton,Ealing 033B,Ealing,http://arkprioryprimary.org/,11-Mar,STATE-FUNDED, , ,2,1,-0.26643,51.5047989
"3,565.00",139703,Chobham Academy,Academy Sponsor Led,All Through,40 Cheering Lane,London,E20 1BD,Open,Mixed,538285,185196,Stratford and New Town,Newham 013G,Newham, ,18-Mar,STATE-FUNDED, , ,2,1,-0.0070333,51.5486984
"3,566.00",139703,Chobham Academy,Academy Sponsor Led,All Through,40 Cheering Lane,London,E20 1BD,Open,Mixed,538285,185196,Stratford and New Town,Newham 013G,Newham, ,18-Mar,STATE-FUNDED, , ,2,0,-0.0070333,51.5486984
"3,567.00",139718,Ark All Saints Academy,Academy Sponsor Led,Secondary,140 Wyndham Road,London,SE5 0UB,Open,Mixed,532010,177196,Camberwell Green,Southwark 021F,Southwark,http://arkallsaintsacademy.org/,18-Nov,STATE-FUNDED, , ,2,0,-0.100471,51.4782982
"3,568.00",139720,Nishkam School West London,Free Schools,All Through,390 London Road,London,TW7 5AJ,Open,Mixed,516068,176649,Syon,Hounslow 014C,Hounslow, ,19-Apr,STATE-FUNDED, , ,2,1,-0.330102,51.4768982
"3,569.00",139720,Nishkam School West London,Free Schools,All Through,390 London Road,London,TW7 5AJ,Open,Mixed,516068,176649,Syon,Hounslow 014C,Hounslow, ,19-Apr,STATE-FUNDED, , ,2,0,-0.330102,51.4768982
"3,570.00",139722,Carew Academy,Academy Special Sponsor Led,Not applicable,Church Road,Wallington,SM6 7NH,Open,Mixed,529621,165296,Beddington North,Sutton 011A,Sutton,www.carewacademy.org,16-Jul,SPECIAL, , ,2,1,-0.139201,51.3718987
"3,571.00",139722,Carew Academy,Academy Special Sponsor Led,Not applicable,Church Road,Wallington,SM6 7NH,Open,Mixed,529621,165296,Beddington North,Sutton 011A,Sutton,www.carewacademy.org,16-Jul,SPECIAL, , ,2,0,-0.139201,51.3718987
"3,572.00",139723,Riverley Primary School,Academy Sponsor Led,Primary,Park Road,London,E10 7BZ,Open,Mixed,537412,187139,Leyton,Waltham Forest 026E,Waltham Forest,www.riverley-gst.org/,11-Mar,STATE-FUNDED, , ,2,1,-0.0188572,51.5663986
"3,573.00",139724,Sybourn Primary School,Academy Sponsor Led,Primary,Sybourn Street,London,E17 8HA,Open,Mixed,536802,187550,Lea Bridge,Waltham Forest 022C,Waltham Forest,www.sybournprimary.net/,11-Mar,STATE-FUNDED, , ,2,1,-0.0274926,51.5702019
"3,574.00",139725,William Perkin Church of England High School,Free Schools,Secondary,Oldfield Lane North, ,UB6 8PR,Open,Mixed,514590,183346,Greenford Green,Ealing 006C,Ealing,http://www.williamperkin.org.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.3492,51.5373993
"3,575.00",139727,Sacks Morasha Jewish Primary School,Voluntary Aided School,Primary,31 Stahope Road,London,N12 9DX,Open,Mixed,526504,192220,Woodhouse,Barnet 019F,Barnet,www.morasha.org.uk/,11-Apr,VOLUNTARY, , ,2,1,-0.174316,51.6146011
"3,576.00",139763,Shenfield St. Mary's Church of England Primary School,Academy Converter,Primary,Hall Lane,Brentwood,CM15 9AL,Open,Mixed,560569,195002,Shenfield,Brentwood 005D,Brentwood,http://www.shenfieldstmarys.co.uk,11-May,STATE-FUNDED, , ,2,1,0.31857,51.6309013
"3,577.00",139786,"University Technical College, Royal Borough of Greenwich",University Technical College,Secondary,765 Woolwich Road,London,SE7 8LJ,Open,Mixed,542041,179040,Woolwich Riverside,Greenwich 004B,Greenwich,http://www.greenwichutc.com/,14 - 19,STATE-FUNDED, , ,2,0,0.0446206,51.4925003
"3,578.00",139791,Riverside School,Free Schools,Secondary,Thames Road,Barking,IG11 0HZ,Open,Mixed,546161,182741,Thames,Barking and Dagenham 019E,Barking and Dagenham,http://www.lbbd.gov.uk/,19-Nov,STATE-FUNDED, , ,2,0,0.105457,51.5247002
"3,579.00",139814,The Olive School Hackney,Free Schools,Primary,Cazenove Rd,Hackney,N16 6AA,Open,Mixed,533969,186899,Cazenove,Hackney 006A,Hackney,www.olivehackney.com,11-Apr,STATE-FUNDED, , ,2,1,-0.0685926,51.5651016
"3,580.00",139815,Ark John Keats Academy,Free Schools,All Through,Bell Lane,London,EN3 5PA,Open,Mixed,535878,198180,Enfield Highway,Enfield 006B,Enfield, ,19-Mar,STATE-FUNDED, , ,2,1,-0.0366984,51.6660004
"3,581.00",139815,Ark John Keats Academy,Free Schools,All Through,Bell Lane,London,EN3 5PA,Open,Mixed,535878,198180,Enfield Highway,Enfield 006B,Enfield, ,19-Mar,STATE-FUNDED, , ,2,0,-0.0366984,51.6660004
"3,582.00",139817,The Hyde School,Academy Sponsor Led,Primary,Hyde Crescent,London,NW9 7EY,Open,Mixed,521470,188530,West Hendon,Barnet 036E,Barnet,www.thehydeschool.co.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.248261,51.5825996
"3,583.00",139820,Ark Swift Primary Academy,Academy Sponsor Led,Primary,Australia Road,London,W12 7PT,Open,Mixed,522938,180698,Wormholt and White City,Hammersmith and Fulham 002B,Hammersmith and Fulham,www.arkswift.org,11-Mar,STATE-FUNDED, , ,2,1,-0.229818,51.5119019
"3,584.00",139824,Wilberforce Primary,Academy Sponsor Led,Primary,Beethoven Street,London,W10 4LB,Open,Mixed,524383,182958,Queen's Park,Westminster 005F,Westminster,wilberforceprimary.org,11-Mar,STATE-FUNDED, , ,2,1,-0.208209,51.5317993
"3,585.00",139829,Harris Aspire Academy,Free Schools - Alternative Provision,Not applicable,Lennard Road,Bromley,BR3 1QR,Open,Mixed,536154,170469,Penge and Cator,Bromley 004D,Bromley, ,18-Nov,STATE-FUNDED, , ,2,0,-0.0434201,51.4169006
"3,586.00",139830,Ark Franklin Primary Academy,Academy Sponsor Led,Primary,Harvist Road,London,NW6 6HJ,Open,Mixed,523722,183042,Queens Park,Brent 032C,Brent,www.arkfranklinprimary.org/,11-Mar,STATE-FUNDED, , ,2,1,-0.217704,51.5326996
"3,587.00",139834,East London Science School,Free Schools,Secondary,"The Clock Mill, Three Mill Lane",London,E3 3DU,Open,Mixed,538393,182765,Stratford and New Town,Newham 013H,Newham,http://eastlondonscienceschool.co.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.0064315,51.5269012
"3,588.00",139837,Abacus Belsize Primary School,Free Schools,Primary,Jubilee Waterside Centre,London,N1C 4PF,Open,Mixed,529656,183804,St. Pancras and Somers Town,Camden 019D,Camden,http://www.abacus-cfbt.org,11-Apr,STATE-FUNDED, , ,2,1,-0.131921,51.5382996
"3,589.00",139842,Burntwood School,Academy Converter,Secondary,Burntwood Lane,London,SW17 0AQ,Open,Girls,526616,172577,Earlsfield,Wandsworth 024C,Wandsworth,http://www.burntwoodschool.com/,18-Nov,STATE-FUNDED, , ,2,0,-0.179753,51.4380989
"3,590.00",139869,Norwood Green Junior School,Academy Converter,Primary,Thorncliffe Road,Southall,UB2 5RN,Open,Mixed,512552,178345,Heston East,Hounslow 004E,Hounslow,www.ngjs.co.uk,11-Jul,STATE-FUNDED, , ,2,1,-0.380168,51.4929008
"3,591.00",139889,Westbrook Primary School,Academy Converter,Primary,Westbrook Road,Hounslow,TW5 0NB,Open,Mixed,512929,177231,Heston Central,Hounslow 004A,Hounslow,www.westbrookprimary.com,11-Mar,STATE-FUNDED, , ,2,1,-0.375095,51.4827995
"3,592.00",139898,Pimlico Primary,Free Schools,Primary,Lupus Street,London,SW1V 3AT,Open,Mixed,529431,178226,Tachbrook,Westminster 024D,Westminster,http://www.pimlicoprimary.org/,11-May,STATE-FUNDED, , ,2,1,-0.13721,51.4882011
"3,593.00",139905,Harris Primary Academy Benson,Academy Sponsor Led,Primary,West Way,Croydon,CR0 8RQ,Open,Mixed,536366,165280,Shirley,Croydon 026D,Croydon,www.harrisprimarybenson.org.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.0423649,51.3702011
